
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv0881	1	1	0	0	0	0	POSSIBLE RRNA METHYLTRANSFERASE (RRNA	0	0	0	0	0	0	 // Corrected Start	
Rv0882	1	1	0	0	0	0	PROBABLE TRANSMEMBRANE PROTEIN"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0890c	1	1	0	0	0	0	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv0891c	1	1	0	0	0	0	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0895	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0896	1	1	0	0	0	0	PROBABLE CITRATE SYNTHASE I GLTA2"	0	0	0	0	0	0	 // Corrected Start	
Rv0899	1	1	0	0	0	0	OUTER MEMBRANE PROTEIN A OMPA"	0	0	0	0	0	0	 // Corrected Start	
Rv0904c	1	1	0	0	0	0	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL	0	0	0	0	0	0	 // Corrected Start	
Rv0907	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv0911	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0918	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0919	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0921	1	1	0	0	0	0	POSSIBLE RESOLVASE"	1	1	0	0	0	0	0	
Rv0924c	1	1	0	0	0	0	DIVALENT CATION-TRANSPORT INTEGRAL MEMBRANE	0	0	0	0	0	0	 // Corrected Start	
Rv0928	1	1	0	0	0	0	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3	0	0	0	0	0	0	 // Corrected Start	
Rv0929	1	1	0	0	0	0	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC	0	0	0	0	0	0	 // Corrected Start	
Rv0930	3	1	1	1	0	0	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0931c	1	1	0	0	0	0	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D	0	0	0	0	0	0	 // Corrected Start	
Rv0932c	1	1	0	0	0	0	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2	0	0	0	0	0	0	 // Corrected Start	
Rv0934	1	1	0	0	0	0	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1	0	0	0	0	0	0	 // Corrected Start	
Rv0940c	1	1	0	0	0	0	POSSIBLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0941c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0942	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0943c	1	1	0	0	0	0	PROBABLE MONOOXYGENASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0944	1	1	0	0	0	0	POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE	1	1	0	0	0	0	0	
Rv0947c	1	0	1	0	0	0	PROBABLE MYCOLYL TRANSFERASE"	0	0	0	0	0	0	 // Corrected Stop	
Rv0955	1	1	0	0	0	0	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0956	1	1	0	0	0	0	PROBABLE 5'-PHOSPHORIBOSYLGLYCINAMIDE	0	0	0	0	0	0	 // Corrected Start	
Rv0961	1	1	0	0	0	0	PROBABLE INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0963c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0972c	1	1	0	0	0	0	PROBABLE ACYL-CoA DEHYDROGENASE FADE12"	0	0	0	0	0	0	 // Corrected Start	
Rv0974c	1	1	0	0	0	0	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0975c	1	1	0	0	0	0	PROBABLE ACYL-CoA DEHYDROGENASE FADE13"	0	0	0	0	0	0	 // Corrected Start	
Rv0976c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0978c	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start	
Rv0979A	3	1	1	1	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L32 RPMF"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Stop	
Rv0979c	3	1	1	0	0	1	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0980c	2	0	1	0	0	1	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Stop	
Rv0981	1	1	0	0	0	0	MYCOBACTERIAL PERSISTENCE REGULATOR MRPA (TWO	0	0	0	0	0	0	 // Corrected Start	
Rv0986	1	0	0	11	0	0	PROBABLE ADHESION COMPONENT TRANSPORT	0	0	0	0	0	0	0	
Rv0990c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0991c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL SERINE RICH PROTEIN"	1	1	0	0	0	0	0	
Rv0994	1	1	0	0	0	0	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv0997	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0998	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0999	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1001	1	1	0	0	0	0	PROBABLE ARGININE DEIMINASE ARCA (ADI) (AD)	0	0	0	0	0	0	 // Corrected Start	
Rv1002c	1	1	0	0	0	0	CONSERVED MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1004c	1	1	0	0	0	0	PROBABLE MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1005c	1	1	0	0	0	0	Probable para-aminobenzoate synthase component I	0	0	0	0	0	0	 // Corrected Start	
Rv1008	1	1	0	0	0	0	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN)"	0	0	0	0	0	0	 // Corrected Start	
Rv1011	1	1	0	0	0	0	Probable	0	0	0	0	0	0	 // Corrected Start	
Rv1013	1	1	0	0	0	0	PUTATIVE POLYKETIDE SYNTHASE PKS16"	0	0	0	0	0	0	 // Corrected Start	
Rv1016c	1	1	0	0	0	0	PROBABLE CONSERVED LIPOPROTEIN LPQT"	0	0	0	0	0	0	 // Corrected Start	
Rv1017c	1	1	0	0	0	0	PROBABLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE PRSA	0	0	0	0	0	0	 // Corrected Start	
Rv1022	1	1	0	0	0	0	PROBABLE CONSERVED LIPOPROTEIN LPQU"	0	0	0	0	0	0	 // Corrected Start	
Rv1023	1	1	0	0	0	0	PROBABLE ENOLASE ENO"	0	0	0	0	0	0	 // Corrected Start	
Rv1025	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1026	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1028c	1	1	0	0	0	0	PROBABLE SENSOR PROTEIN KDPD"	0	0	0	0	0	0	 // Corrected Start	
Rv1030	1	1	0	0	0	0	Probable Potassium-transporting P-type ATPase B	0	0	0	0	0	0	 // Corrected Start	
Rv1034c	1	1	0	0	0	0	PROBABLE TRANSPOSASE (FRAGMENT)"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1035c	1	1	0	0	0	0	PROBABLE TRANSPOSASE (FRAGMENT)"	0	0	0	0	0	0	 // Corrected Start	
Rv1036c	1	1	0	0	0	0	PROBABLE IS1560 TRANSPOSASE (FRAGMENT)"	0	0	0	0	0	0	 // Corrected Start	
Rv1042c	1	1	0	0	0	0	PROBABLE IS LIKE-2 TRANSPOSASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1043c	2	1	0	0	0	1	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv1044	4	1	1	1	0	1	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1045	4	1	1	1	0	1	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1046c	2	1	1	0	0	0	HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // Corrected Stop	
Rv1048c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1054	1	1	0	0	0	0	PROBABLE INTEGRASE (FRAGMENT)"	1	1	0	0	0	0	0	
Rv1059	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1062	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1064c	1	1	0	0	0	0	POSSIBLE LIPOPROTEIN LPQV"	0	0	0	0	0	0	 // Corrected Start	
Rv1065	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1067c	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1071c	1	1	0	0	0	0	POSSIBLE ENOYL-CoA HYDRATASE ECHA9 (ENOYL	0	0	0	0	0	0	 // Corrected Start	
Rv1072	1	1	0	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1075c	1	1	0	0	0	0	CONSERVED EXPORTED PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1076	1	1	0	0	0	0	POSSIBLE LIPASE LIPU"	0	0	0	0	0	0	 // Corrected Start	
Rv1082	1	1	0	0	0	0	Mycothiol conjugate amidase Mca (Mycothiol	0	0	0	0	0	0	 // Corrected Start	
Rv1083	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv1086	1	1	0	0	0	0	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE	0	0	0	0	0	0	 // Corrected Start	
Rv1087A	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv1089	1	1	0	0	0	0	PE FAMILY PROTEIN"	1	1	0	0	0	0	0	
Rv1090	1	1	0	0	0	0	PROBABLE CELLULASE CELA2B	0	0	0	0	0	0	 // Corrected Start	
Rv1095	1	1	0	0	0	0	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE	0	0	0	0	0	0	 // Corrected Start	
Rv1096	1	1	0	0	0	0	POSSIBLE GLYCOSYL HYDROLASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1101c	1	1	0	0	0	0	CONSERVED MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1108c	1	1	0	0	0	0	PROBABLE EXODEOXYRIBONUCLEASE VII (LARGE	0	0	0	0	0	0	 // Corrected Start	
Rv1111c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1112	1	1	0	0	0	0	Probable GTP binding protein"	1	1	0	0	0	0	0	
Rv1114	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv1115	1	1	0	0	0	0	POSSIBLE EXPORTED PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1118c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1121	1	1	0	0	0	0	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE	0	0	0	0	0	0	 // Corrected Start	
Rv1125	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1130	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1133c	1	1	0	0	0	0	PROBABLE	0	0	0	0	0	0	 // Corrected Start	
Rv1137c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1139c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1146	1	1	0	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT	0	0	0	0	0	0	 // Corrected Start	
Rv1148c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1149	1	1	0	0	0	0	POSSIBLE TRANSPOSASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1150	2	1	1	0	0	0	POSSIBLE TRANSPOSASE (FRAGMENT)"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1152	1	1	0	0	0	0	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN"	1	1	0	0	0	0	0	
Rv1153c	1	1	0	0	0	0	PROBABLE O-METHYLTRANSFERASE OMT"	0	0	0	0	0	0	 // Corrected Start	
Rv1156	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1157c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1161	1	1	0	0	0	0	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA	0	0	0	0	0	0	 // Corrected Start	
Rv1163	1	1	0	0	0	0	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA	0	0	0	0	0	0	 // Corrected Start	
Rv1164	1	1	0	0	0	0	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA	0	0	0	0	0	0	 // Corrected Start	
Rv1165	1	1	0	0	0	0	POSSIBLE GTP-BINDING TRANSLATION ELONGATION	0	0	0	0	0	0	 // Corrected Start	
Rv1169c	1	1	0	0	0	0	PE FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1171	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1173	1	1	0	0	0	0	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIC"	0	0	0	0	0	0	 // Corrected Start	
Rv1177	1	1	0	0	0	0	PROBABLE FERREDOXIN FDXC"	0	0	0	0	0	0	 // Corrected Start	
Rv1178	1	1	0	0	0	0	PROBABLE AMINOTRANSFERASE"	1	1	0	0	0	0	0	
Rv1179c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1180	2	1	1	0	0	0	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1181	1	1	0	0	0	0	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4"	0	0	0	0	0	0	 // Corrected Start	
Rv1183	1	1	0	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT	0	0	0	0	0	0	 // Corrected Start	
Rv1193	1	1	0	0	0	0	PROBABLE FATTY-ACID-CoA LIGASE FADD36	0	0	0	0	0	0	 // Corrected Start	
Rv1194c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1195	1	1	0	0	0	0	PE FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1201c	1	1	0	0	0	0	PROBABLE TRANSFERASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1202	1	1	0	0	0	0	PROBABLE SUCCINYL-DIAMINOPIMELATE DESUCCINYLASE	0	0	0	0	0	0	 // Corrected Start	
Rv1203c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1206	1	1	0	0	0	0	PROBABLE FATTY-ACID-CoA LIGASE FADD6	0	0	0	0	0	0	 // Corrected Start	
Rv1207	1	1	0	0	0	0	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS	0	0	0	0	0	0	 // Corrected Start	
Rv1209	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1210	1	1	0	0	0	0	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA	0	0	0	0	0	0	 // Corrected Start	
Rv1214c	1	1	0	0	0	0	PE FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1215c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1217c	1	1	0	0	0	0	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE	0	0	0	0	0	0	 // Corrected Start	
Rv1223	1	1	0	0	0	0	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN)"	0	0	0	0	0	0	 // Corrected Start	
Rv1224	1	1	0	0	0	0	Probable protein TatB"	0	0	0	0	0	0	 // Corrected Start	
Rv1225c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1227c	1	1	0	0	0	0	PROBABLE TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1230c	1	1	0	0	0	0	POSSIBLE MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1231c	1	1	0	0	0	0	PROBABLE MEMBRANE PROTEIN"	1	1	0	0	0	0	0	
Rv1235	1	1	0	0	0	0	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY"	0	0	0	0	0	0	 // Corrected Start	
Rv1236	1	1	0	0	0	0	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE	0	0	0	0	0	0	 // Corrected Start	
Rv1237	1	1	0	0	0	0	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1239c	1	1	0	0	0	0	POSSIBLE MAGNESIUM AND COBALT TRANSPORT	0	0	0	0	0	0	 // Corrected Start	
Rv1240	1	1	0	0	0	0	PROBABLE MALATE DEHYDROGENASE MDH"	0	0	0	0	0	0	 // Corrected Start	
Rv1242	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv1243c	1	0	0	3	0	0	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	0	
Rv1244	1	1	0	0	0	0	PROBABLE LIPOPROTEIN LPQZ"	0	0	0	0	0	0	 // Corrected Start	
Rv1246c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv1251c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1252c	1	1	0	0	0	0	PROBABLE LIPOPROTEIN LPRE"	1	1	0	0	0	0	0	
Rv1257c	1	1	0	0	0	0	PROBABLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1260	1	1	0	0	0	0	PROBABLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1263	1	1	0	0	0	0	PROBABLE AMIDASE AMIB2 (AMINOHYDROLASE)"	0	0	0	0	0	0	 // Corrected Start	
Rv1264	1	1	0	0	0	0	ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE)	0	0	0	0	0	0	 // Corrected Start	
Rv1272c	1	1	0	0	0	0	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE	0	0	0	0	0	0	 // Corrected Start	
Rv1274	1	1	0	0	0	0	POSSIBLE LIPOPROTEIN LPRB"	1	1	0	0	0	0	0	
Rv1277	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1278	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1280c	1	1	0	0	0	0	PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING	0	0	0	0	0	0	 // Corrected Start	
Rv1284	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1290A	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1290c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1292	1	1	0	0	0	0	PROBABLE ARGINYL-TRNA SYNTHETASE ARGS (ARGRS)	0	0	0	0	0	0	 // Corrected Start	
Rv1293	1	1	0	0	0	0	PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP	0	0	0	0	0	0	 // Corrected Start	
Rv1294	1	1	0	0	0	0	PROBABLE HOMOSERINE DEHYDROGENASE THRA"	0	0	0	0	0	0	 // Corrected Start	
Rv1297	1	1	0	0	0	0	PROBABLE TRANSCRIPTION TERMINATION FACTOR RHO	0	0	0	0	0	0	 // Corrected Start	
Rv1301	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1302	1	1	0	0	0	0	PROBABLE UNDECAPAPRENYL-PHOSPHATE	0	0	0	0	0	0	 // Corrected Start	
Rv1303	1	1	0	0	0	0	CONSERVED HYPOTHETICAL TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1313c	1	1	0	0	0	0	POSSIBLE TRANSPOSASE"	0	0	0	0	0	0	 // Corrected Start	
Rv1315	1	1	0	0	0	0	PROBABLE UDP-N-ACETYLGLUCOSAMINE	0	0	0	0	0	0	 // Corrected Start	
Rv1317c	1	1	0	0	0	0	PROBABLE ADA REGULATORY PROTEIN ALKA (Regulatory	0	0	0	0	0	0	 // Corrected Start	
Rv1319c	4	1	1	5	0	1	POSSIBLE ADENYLATE CYCLASE (ATP	0	0	0	3	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1336	3	1	1	3	0	0	PROBABLE CYSTEINE SYNTHASE B CYSM (CSASE B)	0	0	0	2	0	0	 // Corrected Start // Corrected Stop	
Rv1337	4	1	1	2	0	1	PROBABLE INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1338	3	1	1	4	0	0	PROBABLE GLUTAMATE RACEMASE MURI"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1339	3	1	1	7	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1340	4	1	1	1	0	1	PROBABLE RIBONUCLEASE RPHA (RNase PH) (tRNA	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1341	4	1	1	3	0	1	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1342c	3	1	1	2	0	0	CONSERVED MEMBRANE PROTEIN"	0	0	0	1	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv1343c	4	1	1	2	0	1	PROBABLE CONSERVED LIPOPROTEIN LPRD"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv1344	2	1	1	0	0	0	PROBABLE ACYL CARRIER PROTEIN (ACP)"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1345	4	1	1	14	0	1	POSSIBLE POLYKETIDE SYNTHASE FADD33"	0	0	0	5	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1346	3	1	1	4	0	0	POSSIBLE ACYL-CoA DEHYDROGENASE FADE14"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1347c	3	1	1	0	0	1	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
Rv1355c	1	1	0	0	0	0	POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv1356c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1358	1	0	0	25	0	0	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN"	0	0	0	0	0	0	0	
Rv1361c	1	1	0	0	0	0	PPE FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1362c	1	1	0	0	0	0	POSSIBLE MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1366	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv1369c	4	1	1	4	0	1	PROBABLE TRANSPOSASE"	0	0	0	2	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1370c	4	1	1	2	0	1	PROBABLE TRANSPOSASE"	0	0	0	1	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv1371	4	1	1	5	0	1	PROBABLE CONSERVED MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1372	4	1	1	5	0	1	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1373	3	1	1	3	0	0	GLYCOLIPID SULFOTRANSFERASE"	0	0	0	2	0	0	 // Corrected Start // Corrected Stop	
Rv1374c	4	1	1	3	0	1	HYPOTHETICAL PROTEIN"	0	0	0	2	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv1381	1	1	0	0	0	0	PROBABLE DIHYDROOROTASE PYRC (DHOase)"	0	0	0	0	0	0	 // Corrected Start	
Rv1383	1	1	0	0	0	0	PROBABLE CARBAMOYL-PHOSPHATE SYNTHASE SMALL	0	0	0	0	0	0	 // Corrected Start	
Rv1384	1	1	0	0	0	0	PROBABLE CARBAMOYL-PHOSPHATE SYNTHASE LARGE	0	0	0	0	0	0	 // Corrected Start	
