id,start,end,locus_tag
1769,2018511,2018062,Rv1778c
1770,2020460,2018667,Rv1779c
1771,2020680,2021243,Rv1780
1772,2023457,2021283,Rv1781c
1773,2023721,2025241,Rv1782
1774,2025238,2026545,Rv1783
1775,2028932,2031730,Rv1784
1776,2032926,2031745,Rv1785c
1777,2033126,2033329,Rv1786
1778,2033599,2034651,Rv1787
1779,2034730,2035029,Rv1788
1780,2035043,2036224,Rv1789
1781,2036678,2037730,Rv1790
1782,2038157,2038456,Rv1791
1783,2038599,2038895,Rv1792
1784,2038946,2039230,Rv1793
1785,2039318,2040220,Rv1794
1786,2040492,2042003,Rv1795
1787,2041981,2043738,Rv1796
1788,2043735,2044955,Rv1797
1789,2044952,2046784,Rv1798
1790,2047411,2047602,Rv1799
1791,2047705,2049672,Rv1800
1792,2050253,2051524,Rv1801
1793,2051636,2053027,Rv1802
1794,2055094,2053175,Rv1803c
1795,2055601,2055275,Rv1804c
1796,2056286,2055939,Rv1805c
1797,2056324,2056623,Rv1806
1798,2056650,2057849,Rv1807
1799,2058173,2059402,Rv1808
1800,2059534,2060940,Rv1809
1801,2061185,2061541,Rv1810
1802,2061695,2062399,Rv1811
1803,2063611,2062409,Rv1812c
1804,2064364,2063933,Rv1813c
1805,2064773,2065675,Rv1814
1806,2065780,2066445,Rv1815
1807,2066508,2067212,Rv1816
1808,2067847,2069310,Rv1817
1809,2070926,2069430,Rv1818c
1810,2072980,2071061,Rv1819c
1811,2073051,2074694,Rv1820
1812,2074709,2077135,Rv1821
1813,2077332,2077961,Rv1822
1814,2077954,2078877,Rv1823
1815,2078906,2079271,Rv1824
1816,2079288,2080166,Rv1825
1817,2080204,2080608,Rv1826
1818,2080848,2081336,Rv1827
1819,2081333,2082076,Rv1828
1820,2082195,2082689,Rv1829
1821,2083036,2083713,Rv1830
1822,2083766,2084023,Rv1831
1823,2084072,2086897,Rv1832
1824,2087984,2087124,Rv1833c
1825,2088025,2088891,Rv1834
1826,2090782,2088896,Rv1835c
1827,2092831,2090798,Rv1836c
1828,2095176,2092951,Rv1837c
1829,2095847,2095452,Rv1838c
1830,2096107,2095844,Rv1839c
1831,2097713,2096166,Rv1840c
1832,2098913,2097876,Rv1841c
1833,2100280,2098913,Rv1842c
1834,2101893,2100454,Rv1843c
1835,2103378,2101926,Rv1844c
1836,2104358,2103408,Rv1845c
1837,2104789,2104373,Rv1846c
1838,2105067,2105489,Rv1847
1839,2105538,2105840,Rv1848
1840,2105837,2106151,Rv1849
1841,2106151,2107884,Rv1850
1842,2107884,2108519,Rv1851
1843,2108530,2109204,Rv1852
1844,2109212,2109838,Rv1853
1845,2111232,2109841,Rv1854c
1846,2112297,2111374,Rv1855c
1847,2113013,2112336,Rv1856c
1848,2113175,2113960,Rv1857
1849,2113963,2114757,Rv1858
1850,2114764,2115873,Rv1859
1851,2115926,2116903,Rv1860
1852,2117355,2117660,Rv1861
1853,2117735,2118775,Rv1862
1854,2119552,2118782,Rv1863c
1855,2120300,2119545,Rv1864c
1856,2121157,2120297,Rv1865c
1857,2121331,2123667,Rv1866
1858,2123955,2125439,Rv1867
1859,2125538,2127637,Rv1868
1860,2128886,2127651,Rv1869c
1861,2129621,2128986,Rv1870c
1862,2130075,2129686,Rv1871c
1863,2131342,2130098,Rv1872c
1864,2131365,2131802,Rv1873
1865,2131875,2132561,Rv1874
1866,2132572,2133015,Rv1875
1867,2133531,2134010,Rv1876
1868,2134095,2136158,Rv1877
1869,2136213,2137565,Rv1878
1870,2137568,2138704,Rv1879
1871,2140048,2138732,Rv1880c
1872,2140520,2140098,Rv1881c
1873,2141394,2140561,Rv1882c
1874,2141898,2141422,Rv1883c
1875,2142467,2141937,Rv1884c
1876,2143078,2142479,Rv1885c
1877,2144073,2143096,Rv1886c
1878,2144465,2145607,Rv1887
1879,2146295,2145726,Rv1888c
1880,2146833,2146660,Rv1888A
1881,2147233,2146877,Rv1889c
1882,2147903,2147292,Rv1890c
1883,2147957,2148364,Rv1891
1884,2148381,2148692,Rv1892
1885,2148702,2148920,Rv1893
1886,2150085,2148955,Rv1894c
1887,2150737,2151891,Rv1895
1888,2152662,2151751,Rv1896c
1889,2153098,2152667,Rv1897c
1890,2153156,2153464,Rv1898
1891,2154461,2153430,Rv1899c
1892,2155894,2154461,Rv1900c
1893,2155923,2157215,Rv1901
1894,2158535,2157267,Rv1902c
1895,2158625,2159029,Rv1903
1896,2159215,2159646,Rv1904
1897,2160656,2159694,Rv1905c
1898,2161156,2160686,Rv1906c
1899,2162143,2161496,Rv1907c
1900,2164372,2162150,Rv1908c
1901,2164862,2164410,Rv1909c
1902,2165560,2164967,Rv1910c
1903,2166248,2165643,Rv1911c
1904,2167352,2166348,Rv1912c
1905,2167452,2168204,Rv1913
1906,2168589,2168182,Rv1914c
1907,2168724,2169827,Rv1915
1908,2169827,2171023,Rv1916
1909,2175566,2171193,Rv1917c
1910,2178867,2175904,Rv1918c
1911,2179780,2179316,Rv1919c
1912,2179878,2180741,Rv1920
1913,2182050,2180779,Rv1921c
1914,2182322,2183437,Rv1922
1915,2183428,2184768,Rv1923
1916,2185185,2184805,Rv1924c
1917,2185342,2187204,Rv1925
1918,2187691,2187212,Rv1926c
1919,2187928,2188701,Rv1927
1920,2189472,2188705,Rv1928c
1921,2190161,2189517,Rv1929c
1922,2190697,2190173,Rv1930c
1923,2191494,2190715,Rv1931c
1924,2191627,2192124,Rv1932
1925,2193212,2192121,Rv1933c
1926,2194443,2193214,Rv1934c
1927,2195414,2194458,Rv1935c
1928,2195639,2196748,Rv1936
1929,2196751,2199270,Rv1937
1930,2199282,2200352,Rv1938
1931,2200349,2200864,Rv1939
1932,2200861,2201922,Rv1940
1933,2201919,2202689,Rv1941
1934,2203228,2202899,Rv1942c
1935,2203602,2203225,Rv1943c
1936,2204189,2203599,Rv1944c
1937,2204244,2205608,Rv1945
1938,2206215,2205763,Rv1946c
1939,2206279,2206680,Rv1947
1940,2207319,2206969,Rv1948c
1941,2208289,2207330,Rv1949c
1942,2208444,2208253,Rv1950c
1943,2208741,2208445,Rv1951c
1944,2208981,2209196,Rv1952
1945,2209193,2209504,Rv1953
1946,2209999,2209478,Rv1954c
1947,2209839,2210351,Rv1955
1948,2210393,2210842,Rv1956
1949,2210839,2211384,Rv1957
1950,2211887,2211273,Rv1958c
1951,2212232,2211936,Rv1959c
1952,2212480,2212229,Rv1960c
1953,2212467,2212961,Rv1961
1954,2213528,2213121,Rv1962c
1955,2215057,2213837,Rv1963c
1956,2215955,2216751,Rv1964
1957,2216761,2217576,Rv1965
1958,2217581,2218858,Rv1966
1959,2218855,2219883,Rv1967
1960,2219880,2221112,Rv1968
1961,2221109,2222380,Rv1969
1962,2222377,2223510,Rv1970
1963,2223511,2224824,Rv1971
1964,2224846,2225421,Rv1972
1965,2225418,2225900,Rv1973
1966,2225913,2226290,Rv1974
1967,2226306,2226971,Rv1975
1968,2227505,2227098,Rv1976c
1969,2228008,2229054,Rv1977
1970,2229162,2230010,Rv1978
1971,2231418,2229973,Rv1979c
1972,2232283,2231597,Rv1980c
1973,2233442,2232474,Rv1981c
1974,2234086,2233667,Rv1982c
1975,2234498,2236174,Rv1983
1976,2236815,2236162,Rv1984c
1977,2238156,2237245,Rv1985c
1978,2238265,2238864,Rv1986
1979,2239280,2239708,Rv1987
1980,2239934,2240473,Rv1988
1981,2241553,2240993,Rv1989c
1982,2241891,2241550,Rv1990c
1983,2242470,2242135,Rv1990A
1984,2242903,2242559,Rv1991c
1985,2245560,2243245,Rv1992c
1986,2245829,2245557,Rv1993c
1987,2246238,2245882,Rv1994c
1988,2246395,2247162,Rv1995
1989,2247258,2248211,Rv1996
1990,2248413,2251130,Rv1997
1991,2251975,2251199,Rv1998c
1992,2253392,2252070,Rv1999c
1993,2253463,2255076,Rv2000
1994,2255086,2255838,Rv2001
1995,2255914,2256696,Rv2002
1996,2257674,2256817,Rv2003c
1997,2259228,2257732,Rv2004c
1998,2260137,2259250,Rv2005c
1999,2260256,2264239,Rv2006
2000,2264682,2264338,Rv2007c
2001,2266196,2264871,Rv2008c
2002,2266284,2266526,Rv2009
2003,2266527,2266925,Rv2010
2004,2267539,2267108,Rv2011c
2005,2267580,2268074,Rv2012
2006,2270277,2270756,Rv2013
2007,2270710,2271300,Rv2014
2008,2272684,2271428,Rv2015c
2009,2273038,2273613,Rv2016
2010,2273610,2274650,Rv2017
2011,2279892,2280611,Rv2018
2012,2280601,2281017,Rv2019
2013,2281332,2281033,Rv2020c
2014,2281722,2281417,Rv2021c
2015,2282336,2281731,Rv2022c
2016,2282720,2282361,Rv2023c
2017,2283338,2282880,Rv2023A
2018,2284852,2283305,Rv2024c
2019,2286360,2285362,Rv2025c
2020,2287359,2286475,Rv2026c
2021,2289120,2287399,Rv2027c
2022,2290020,2289181,Rv2028c
2023,2291036,2290017,Rv2029c
2024,2293098,2291053,Rv2030c
2025,2293544,2293110,Rv2031c
2026,2293741,2294736,Rv2032
2027,2295694,2294852,Rv2033c
2028,2295906,2296229,Rv2034
2029,2296226,2296714,Rv2035
2030,2296711,2297352,Rv2036
2031,2298333,2297359,Rv2037c
2032,2299408,2298335,Rv2038c
2033,2300253,2299411,Rv2039c
2034,2301142,2300240,Rv2040c
2035,2302458,2301139,Rv2041c
2036,2303293,2302496,Rv2042c
2037,2303853,2303293,Rv2043c
2038,2304211,2303894,Rv2044c
2039,2305832,2304297,Rv2045c
2040,2305881,2306537,Rv2046
2041,2309138,2306574,Rv2047c
2042,2321598,2309143,Rv2048c
2043,2322129,2321905,Rv2049c
2044,2322433,2322768,Rv2050
2045,2325367,2322743,Rv2051c
2046,2327129,2325525,Rv2052c
2047,2327661,2327134,Rv2053c
2048,2327737,2328450,Rv2054
2049,2328965,2328699,Rv2055c
2050,2329271,2328966,Rv2056c
2051,2329437,2329273,Rv2057c
2052,2329673,2329437,Rv2058c
2053,2329786,2331321,Rv2059
2054,2330891,2331292,Rv2060
2055,2331697,2331293,Rv2061c
2056,2335365,2331781,Rv2062c
2057,2335443,2335676,Rv2063
2058,2336063,2337154,Rv2064
2059,2337164,2337790,Rv2065
2060,2337787,2339313,Rv2066
2061,2340482,2339259,Rv2067c
2062,2341421,2340498,Rv2068c
2063,2341556,2342113,Rv2069
2064,2342837,2342103,Rv2070c
2065,2343589,2342834,Rv2071c
2066,2344758,2343586,Rv2072c
2067,2345575,2344826,Rv2073c
2068,2345605,2346018,Rv2074
2069,2347491,2346028,Rv2075c
2070,2347900,2347649,Rv2076c
2071,2348906,2347935,Rv2077c
2072,2349206,2348907,Rv2077A
2073,2349671,2349985,Rv2078
2074,2351325,2353295,Rv2079
2075,2353276,2353839,Rv2080
2076,2354476,2354035,Rv2081c
2077,2354680,2356845,Rv2082
2078,2356842,2357786,Rv2083
2079,2357779,2358915,Rv2084
2080,2358998,2359303,Rv2085
2081,2359282,2359887,Rv2086
2082,2359965,2360195,Rv2087
2083,2360382,2362151,Rv2088
2084,2363295,2362168,Rv2089c
2085,2363344,2364525,Rv2090
2086,2365263,2364529,Rv2091c
2087,2368025,2365305,Rv2092c
2088,2369000,2368074,Rv2093c
2089,2369268,2369017,Rv2094c
2090,2370286,2369336,Rv2095c
2091,2371281,2370283,Rv2096c
2092,2372648,2371290,Rv2097c
2093,2374069,2372700,Rv2098c
2094,2374242,2374069,Rv2099c
2095,2374425,2376077,Rv2100
2096,2376276,2379317,Rv2101
2097,2379427,2380143,Rv2102
2098,2380556,2380122,Rv2103c
2099,2380817,2380563,Rv2104c
2100,2388605,2386941,Rv2112c
2101,2388666,2389859,Rv2113
2102,2389870,2390493,Rv2114
2103,2392326,2390497,Rv2115c
2104,2392607,2393176,Rv2116
2105,2393184,2393477,Rv2117
2106,2394348,2393506,Rv2118c
2107,2394422,2395258,Rv2119
2108,2395763,2395281,Rv2120c
2109,2396696,2395842,Rv2121c
2110,2396980,2396699,Rv2122c
2111,2394634,2396053,Rv2123
2112,2399628,2396050,Rv2124c
2113,2399854,2400732,Rv2125
2114,2401533,2400763,Rv2126c
2115,2402177,2403646,Rv2127
2116,2403646,2403849,Rv2128
2117,2404750,2403869,Rv2129c
2118,2406020,2404776,Rv2130c
2119,2406881,2406078,Rv2131c
2120,2406972,2407202,Rv2132
2121,2408200,2407412,Rv2133c
2122,2408798,2408211,Rv2134c
2123,2409572,2408862,Rv2135c
2124,2410399,2409569,Rv2136c
2125,2410876,2410463,Rv2137c
2126,2410891,2411967,Rv2138
2127,2412281,2413354,Rv2139
2128,2413889,2413359,Rv2140c
2129,2415283,2413937,Rv2141c
2130,2415548,2415633,Rv2142c
2131,2416538,2417596,Rv2143
2132,2418082,2417726,Rv2144c
2133,2418959,2418177,Rv2145c
2134,2419517,2419227,Rv2146c
2135,2420404,2419679,Rv2147c
2136,2421177,2420401,Rv2148c
2137,2421935,2421183,Rv2149c
2138,2423085,2421946,Rv2150c
2139,2424202,2423258,Rv2151c
2140,2425683,2424199,Rv2152c
2141,2426912,2425680,Rv2153c
2142,2428483,2426909,Rv2154c
2143,2429955,2428495,Rv2155c
2144,2431036,2429957,Rv2156c
2145,2432565,2431033,Rv2157c
2146,2434169,2432562,Rv2158c
2147,2435226,2434192,Rv2159c
2148,2435839,2435204,Rv2160A
2149,2435564,2435223,Rv2160c
2150,2436698,2435832,Rv2161c
2151,2438399,2436801,Rv2162c
2152,2439290,2437251,Rv2163c
2153,2440441,2439287,Rv2164c
2154,2441628,2440438,Rv2165c
2155,2442061,2441630,Rv2166c
2156,2444172,2443768,Rv2169c
2157,2444438,2445058,Rv2170
2158,2445154,2445837,Rv2171
2159,2446739,2445834,Rv2172c
2160,2447050,2448108,Rv2173
2161,2448112,2449662,Rv2174
2162,2450089,2449649,Rv2175c
2163,2450144,2451343,Rv2176
2164,2452150,2451485,Rv2177c
2165,2453923,2452535,Rv2178c
2166,2454520,2454014,Rv2179c
2167,2455417,2454530,Rv2180c
2168,2455505,2456788,Rv2181
2169,2457532,2456789,Rv2182c
2170,2458013,2457618,Rv2183c
2171,2459149,2458010,Rv2184c
2172,2459703,2459269,Rv2185c
2173,2460197,2459808,Rv2186c
2174,2460363,2462165,Rv2187
2175,2463353,2462196,Rv2188c
2176,2464223,2463450,Rv2189c
2177,2465475,2464318,Rv2190c
2178,2466022,2467959,Rv2191
2179,2468946,2467834,Rv2192c
2180,2469104,2469715,Rv2193
2181,2469756,2470598,Rv2194
2182,2470595,2471884,Rv2195
2183,2471881,2473530,Rv2196
2184,2474294,2473650,Rv2197c
2185,2475193,2474294,Rv2198c
2186,2475798,2475379,Rv2199c
2187,2476897,2475806,Rv2200c
2188,2477143,2479101,Rv2201
2189,2480173,2479199,Rv2202c
2190,2480377,2481069,Rv2203
2191,2481433,2481077,Rv2204c
2192,2482609,2481533,Rv2205c
2193,2482768,2483478,Rv2206
2194,2483557,2484642,Rv2207
2195,2484639,2485388,Rv2208
2196,2485546,2487084,Rv2209
2197,2488116,2487010,Rv2210c
2198,2489327,2488188,Rv2211c
2199,2489336,2490472,Rv2212
2200,2490484,2492031,Rv2213
2201,2493847,2492069,Rv2214c
2202,2494111,2495772,Rv2215
2203,2495772,2496677,Rv2216
2204,2496730,2497422,Rv2217
2205,2497419,2498354,Rv2218
2206,2498381,2499133,Rv2219
2207,2499562,2499140,Rv2219A
2208,2499761,2501197,Rv2220
2209,2504499,2501515,Rv2221c
2210,2505888,2504548,Rv2222c
2211,2507545,2505983,Rv2223c
2212,2509169,2507607,Rv2224c
2213,2509888,2510733,Rv2225
2214,2510978,2512519,Rv2226
2215,2512897,2512591,Rv2227
2216,2514884,2513790,Rv2228c
2217,2515618,2514881,Rv2229c
2218,2516754,2515615,Rv2230c
2219,2517845,2516751,Rv2231c
2220,2518424,2519299,Rv2232
2221,2519292,2519783,Rv2234
2222,2519783,2520598,Rv2235
2223,2521521,2520580,Rv2236c
2224,2521635,2522402,Rv2237
2225,2522815,2522744,Rv2238c
2226,2523798,2523322,Rv2239c
2227,2524633,2523836,Rv2240c
2228,2524685,2527390,Rv2241
2229,2527450,2528694,Rv2242
2230,2528933,2529841,Rv2243
2231,2529917,2530264,Rv2244
2232,2530261,2531511,Rv2245
2233,2531542,2532858,Rv2246
2234,2532889,2534310,Rv2247
2235,2534506,2535321,Rv2248
2236,2536940,2535390,Rv2249c
2237,2537503,2536934,Rv2250c
2238,2537551,2537969,Rv2250A
2239,2537714,2539140,Rv2251
2240,2539137,2540066,Rv2252
2241,2540132,2540635,Rv2253
2242,2541123,2540668,Rv2254c
2243,2541322,2541128,Rv2255c
2244,2542022,2541489,Rv2256c
2245,2542970,2542152,Rv2257c
2246,2544045,2542984,Rv2258c
2247,2544393,2545478,Rv2259
2248,2545478,2546113,Rv2260
2249,2546612,2546190,Rv2261c
2250,2547698,2546618,Rv2262c
2251,2547787,2548740,Rv2263
2252,2550496,2548718,Rv2264c
2253,2550846,2552075,Rv2265
2254,2552250,2553536,Rv2266
2255,2554956,2553790,Rv2267c
2256,2556422,2554953,Rv2268c
2257,2556767,2556435,Rv2269c
2258,2556844,2557371,Rv2270
2259,2557478,2557777,Rv2271
2260,2557883,2558251,Rv2272
2261,2558248,2558577,Rv2273
2262,2558951,2558634,Rv2274c
2263,2559029,2559898,Rv2275
2264,2559895,2561085,Rv2276
2265,2562175,2561270,Rv2277c
2266,2562537,2562211,Rv2278
2267,2563472,2562534,Rv2279
2268,2563706,2565085,Rv2280
2269,2565319,2566977,Rv2281
2270,2568022,2567084,Rv2282c
2271,2568087,2568281,Rv2283
2272,2568291,2569586,Rv2284
2273,2569619,2570956,Rv2285
2274,2571715,2571023,Rv2286c
2275,2571849,2573477,Rv2287
2276,2573474,2573851,Rv2288
2277,2573245,2573821,Rv2289
2278,2573387,2573902,Rv2290
2279,2573962,2574816,Rv2291
2280,2575041,2574817,Rv2292c
2281,2575820,2575080,Rv2293c
2282,2576115,2577338,Rv2294
2283,2577560,2578198,Rv2295
2284,2578292,2579194,Rv2296
2285,2579226,2579678,Rv2297
2286,2579870,2580841,Rv2298
2287,2582790,2580847,Rv2299c
2288,2583796,2582864,Rv2300c
2289,2583803,2584495,Rv2301
2290,2584601,2584843,Rv2302
2291,2585807,2584884,Rv2303c
2292,2586013,2585804,Rv2304c
2293,2586597,2587886,Rv2305
2294,2587896,2588489,Rv2306A
2295,2588276,2588710,Rv2306B
2296,2589484,2588639,Rv2307c
2297,2590207,2590016,Rv2307A
2298,2590723,2590292,Rv2307B
2299,2590998,2590816,Rv2307D
2300,2591207,2591923,Rv2308
2301,2592625,2592552,Rv2309c
2302,2593833,2594120,Rv2309A
2303,2594223,2594567,Rv2310
2304,2594672,2595196,Rv2311
2305,2595274,2595543,Rv2312
2306,2596694,2595840,Rv2313c
2307,2598078,2596705,Rv2314c
2308,2599592,2598075,Rv2315c
2309,2599626,2600498,Rv2316
2310,2600485,2601309,Rv2317
2311,2601306,2602628,Rv2318
2312,2603514,2602636,Rv2319c
2313,2604941,2603511,Rv2320c
2314,2605487,2604942,Rv2321c
2315,2606152,2605487,Rv2322c
2316,2607057,2606149,Rv2323c
2317,2607122,2607568,Rv2324
2318,2608645,2607797,Rv2325c
2319,2610735,2608642,Rv2326c
2320,2610776,2611267,Rv2327
2321,2611519,2612667,Rv2328
2322,2614249,2612702,Rv2329c
2323,2615019,2614483,Rv2330c
2324,2615094,2615480,Rv2331
2325,2615537,2615875,Rv2331A
2326,2615905,2617551,Rv2332
2327,2619118,2617505,Rv2333c
2328,2619593,2620525,Rv2334
2329,2620529,2621218,Rv2335
2330,2621634,2622602,Rv2336
2331,2623784,2622666,Rv2337c
2332,2624860,2623904,Rv2338c
2333,2625490,2628378,Rv2339
2334,2629705,2628464,Rv2340c
2335,2630276,2630204,Rv2341
2336,2631069,2631326,Rv2342
2337,2633249,2631330,Rv2343c
2338,2634549,2633254,Rv2344c
2339,2634618,2636600,Rv2345
2340,2636969,2636685,Rv2346c
2341,2637316,2637020,Rv2347c
2342,2637777,2637451,Rv2348c
2343,2639495,2637969,Rv2349c
2344,2641116,2639578,Rv2350c
2345,2642872,2641334,Rv2351c
2346,2644895,2643720,Rv2352c
2347,2646389,2645325,Rv2353c
2348,2646425,2646751,Rv2354
2349,2646748,2647686,Rv2355
2350,2652830,2650983,Rv2356c
2351,2654359,2652968,Rv2357c
2352,2654541,2654948,Rv2358
2353,2654945,2655337,Rv2359
2354,2655873,2655445,Rv2360c
2355,2656763,2655873,Rv2361c
2356,2657553,2656756,Rv2362c
2357,2657615,2659069,Rv2363
2358,2659968,2659066,Rv2364c
2359,2660383,2660042,Rv2365c
2360,2661662,2660355,Rv2366c
2361,2662207,2661659,Rv2367c
2362,2663269,2662211,Rv2368c
2363,2663543,2663241,Rv2369c
2364,2664853,2663540,Rv2370c
2365,2665048,2665233,Rv2371
2366,2666120,2665332,Rv2372c
2367,2667282,2666134,Rv2373c
2368,2668388,2667357,Rv2374c
2369,2668560,2668877,Rv2375
2370,2669410,2668904,Rv2376c
2371,2669725,2669510,Rv2377c
2372,2670998,2669703,Rv2378c
2373,2675380,2670995,Rv2379c
2374,2680410,2675362,Rv2380c
2375,2683564,2680550,Rv2381c
2376,2684898,2683564,Rv2382c
2377,2689132,2684888,Rv2383c
2378,2689231,2690928,Rv2384
2379,2691024,2691944,Rv2385
2380,2693300,2691948,Rv2386c
2381,2695418,2696671,Rv2387
2382,2697795,2696668,Rv2388c
2383,2698365,2697901,Rv2389c
2384,2698919,2698362,Rv2390c
2385,2699332,2701023,Rv2391
2386,2701020,2701784,Rv2392
2387,2701781,2702626,Rv2393
2388,2702663,2704594,Rv2394
2389,2704725,2706728,Rv2395
2390,2707452,2708537,Rv2396
2391,2709617,2708562,Rv2397c
2392,2710452,2709634,Rv2398c
2393,2711300,2710449,Rv2399c
2394,2712367,2711297,Rv2400c
2395,2712381,2712710,Rv2401
2396,2712898,2712695,Rv2401A
2397,2713182,2715110,Rv2402
2398,2715943,2715188,Rv2403c
2399,2717901,2715940,Rv2404c
2400,2717922,2718491,Rv2405
2401,2719090,2718662,Rv2406c
2402,2719350,2720192,Rv2407
2403,2720691,2721410,Rv2408
2404,2722007,2721168,Rv2409c
2405,2722984,2722007,Rv2410c
2406,2724639,2722984,Rv2411c
2407,2724749,2725009,Rv2412
2408,2725975,2725025,Rv2413c
2409,2727550,2726006,Rv2414c
2410,2728458,2727565,Rv2415c
2411,2730006,2728798,Rv2416c
2412,2730988,2730146,Rv2417c
2413,2731812,2731069,Rv2418c
2414,2732473,2731802,Rv2419c
2415,2732850,2732470,Rv2420c
2416,2733482,2732847,Rv2421c
2417,2733757,2734029,Rv2422
2418,2734271,2735317,Rv2423
2419,2736451,2735450,Rv2424c
2420,2737982,2736540,Rv2425c
2421,2738857,2737982,Rv2426c
2422,2740151,2738904,Rv2427c
2423,2740761,2740245,Rv2427Ac
2424,2740867,2741454,Rv2428
2425,2741480,2742013,Rv2429
2426,2742594,2742010,Rv2430c
2427,2742940,2742641,Rv2431c
2428,2743521,2743111,Rv2432c
2429,2743808,2743518,Rv2433c
2430,2745234,2743789,Rv2434c
2431,2747423,2745231,Rv2435c
2432,2747904,2748818,Rv2436
2433,2749050,2749469,Rv2437
2434,2751505,2749466,Rv2438c
2435,2751383,2751661,Rv2438A
2436,2752921,2751791,Rv2439c
2437,2754360,2752921,Rv2440c
2438,2754706,2754446,Rv2441c
2439,2755035,2754721,Rv2442c
2440,2755383,2756858,Rv2443
2441,2759658,2756797,Rv2444c
2442,2760398,2759988,Rv2445c
2443,2760812,2760441,Rv2446c
2444,2762272,2760809,Rv2447c
2445,2764899,2762269,Rv2448c
2446,2766246,2764987,Rv2449c
2447,2766854,2766336,Rv2450c
2448,2766936,2767334,Rv2451
2449,2767668,2767522,Rv2452c
2450,2768297,2767692,Rv2453c
2451,2769420,2768299,Rv2454c
2452,2771378,2769417,Rv2455c
2453,2772866,2771610,Rv2456c
2454,2774162,2772882,Rv2457c
2455,2774453,2775361,Rv2458
2456,2775528,2777054,Rv2459
2457,2777849,2777205,Rv2460c
2458,2778448,2777846,Rv2461c
2459,2779965,2778565,Rv2462c
2460,2780078,2780005,Rv2463
2461,2782339,2781533,Rv2464c
2462,2782833,2782345,Rv2465c
2463,2783558,2782935,Rv2466c
2464,2783660,2786245,Rv2467
2465,2786821,2786318,Rv2468c
2466,2787709,2787041,Rv2469c
2467,2787852,2788238,Rv2470
2468,2788238,2789878,Rv2471
2469,2789946,2790239,Rv2472
2470,2790242,2790958,Rv2473
2471,2791643,2790990,Rv2474c
2472,2792065,2791649,Rv2475c
2473,2796936,2792062,Rv2476c
2474,2798716,2797040,Rv2477c
2475,2799282,2798797,Rv2478c
2476,2799013,2797973,Rv2479c
2477,2799234,2798908,Rv2480c
2478,2800214,2799891,Rv2481c
2479,2802599,2800230,Rv2482c
2480,2804338,2802596,Rv2483c
2481,2805810,2804335,Rv2484c
2482,2807304,2806039,Rv2485c
2483,2807492,2807565,Rv2486
2484,2810702,2808617,Rv2487c
2485,2814197,2810784,Rv2488c
2486,2814462,2814163,Rv2489c
2487,2819554,2814571,Rv2490c
2488,2819983,2820606,Rv2491
2489,2820596,2821348,Rv2492
2490,2821401,2821622,Rv2493
2491,2821628,2822053,Rv2494
2492,2823257,2822076,Rv2495c
2493,2824300,2823254,Rv2496c
2494,2825414,2824311,Rv2497c
2495,2826494,2825673,Rv2498c
2496,2827048,2826491,Rv2499c
2497,2828229,2827045,Rv2500c
2498,2830198,2828234,Rv2501c
2499,2831792,2830203,Rv2502c
2500,2832445,2831789,Rv2503c
2501,2833188,2832442,Rv2504c
2502,2834914,2833271,Rv2505c
2503,2835030,2835677,Rv2506
2504,2835756,2836577,Rv2507
2505,2837911,2836574,Rv2508c
2506,2837996,2838802,Rv2509
2507,2840407,2838806,Rv2510c
2508,2840475,2841122,Rv2511
2509,2841172,2841244,Rv2512c
2510,2843479,2843901,Rv2513
2511,2844656,2844195,Rv2514c
2512,2845909,2844662,Rv2515c
2513,2846831,2846028,Rv2516c
2514,2847079,2846828,Rv2517c
2515,2848653,2847427,Rv2518c
2516,2848812,2848884,Rv2519
2517,2850933,2850706,Rv2520c
2518,2851002,2851475,Rv2521
2519,2852859,2851447,Rv2522c
2520,2853248,2852856,Rv2523c
2521,2862650,2853441,Rv2524c
2522,2863892,2863170,Rv2525c
2523,2864409,2864636,Rv2526
2524,2864633,2865034,Rv2527
2525,2865989,2865069,Rv2528c
2526,2866193,2867584,Rv2529
2527,2868004,2867585,Rv2530c
2528,2868225,2868001,Rv2530A
2529,2871099,2868256,Rv2531c
2530,2871572,2871171,Rv2532c
2531,2872042,2871572,Rv2533c
2532,2872608,2872045,Rv2534c
2533,2873736,2872618,Rv2535c
2534,2873770,2874462,Rv2536
2535,2874909,2874466,Rv2537c
2536,2875994,2874906,Rv2538c
2537,2876521,2875991,Rv2539c
2538,2877730,2876525,Rv2540c
2539,2877745,2878152,Rv2541
2540,2878448,2879659,Rv2542
2541,2879786,2880445,Rv2543
2542,2880442,2881104,Rv2544
2543,2881101,2881379,Rv2545
2544,2881472,2881885,Rv2546
2545,2881924,2882181,Rv2547
2546,2882178,2882555,Rv2548
2547,2883440,2883045,Rv2549c
2548,2883682,2883437,Rv2550c
2549,2884512,2884093,Rv2551c
2550,2885333,2884524,Rv2552c
2551,2886583,2885330,Rv2553c
2552,2887088,2886576,Rv2554c
2553,2889803,2887089,Rv2555c
2554,2890283,2889894,Rv2556c
2555,2890390,2891064,Rv2557
2556,2891149,2891859,Rv2558
2557,2893247,2891889,Rv2559c
2558,2893393,2894370,Rv2560
2559,2894727,2895019,Rv2561
2560,2895075,2895464,Rv2562
2561,2895607,2896656,Rv2563
2562,2896659,2897651,Rv2564
2563,2897928,2899679,Rv2565
